filename,class_label
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/giraffe/giraffe2492.jpg,giraffe
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/giraffe/giraffe2493.jpg,giraffe
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/giraffe/giraffe2494.jpg,giraffe
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/giraffe/giraffe2495.jpg,giraffe
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/giraffe/giraffe2496.jpg,giraffe
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/giraffe/giraffe2497.jpg,giraffe
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/giraffe/giraffe2498.jpg,giraffe
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/giraffe/giraffe2499.jpg,giraffe
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/giraffe/giraffe2500.jpg,giraffe
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/giraffe/giraffe2501.jpg,giraffe
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/giraffe/giraffe2502.jpg,giraffe
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/giraffe/giraffe2503.jpg,giraffe
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/giraffe/giraffe2504.jpg,giraffe
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/giraffe/giraffe2505.jpg,giraffe
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/giraffe/giraffe2506.jpg,giraffe
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/giraffe/giraffe2507.jpg,giraffe
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/giraffe/giraffe2508.jpg,giraffe
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/giraffe/giraffe2509.jpg,giraffe
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/giraffe/giraffe2510.jpg,giraffe
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/giraffe/giraffe2511.jpg,giraffe
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/giraffe/giraffe2512.jpg,giraffe
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/giraffe/giraffe2513.jpg,giraffe
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/giraffe/giraffe2514.jpg,giraffe
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/giraffe/giraffe2515.jpg,giraffe
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/giraffe/giraffe2516.jpg,giraffe
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/giraffe/giraffe2517.jpg,giraffe
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/giraffe/giraffe2518.jpg,giraffe
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/giraffe/giraffe2519.jpg,giraffe
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/giraffe/giraffe2520.jpg,giraffe
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/giraffe/giraffe2521.jpg,giraffe
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/giraffe/giraffe2522.jpg,giraffe
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/giraffe/giraffe2523.jpg,giraffe
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/giraffe/giraffe2524.jpg,giraffe
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/giraffe/giraffe2525.jpg,giraffe
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/giraffe/giraffe2526.jpg,giraffe
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/giraffe/giraffe2527.jpg,giraffe
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/giraffe/giraffe2528.jpg,giraffe
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/giraffe/giraffe2529.jpg,giraffe
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/giraffe/giraffe2530.jpg,giraffe
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/giraffe/giraffe2531.jpg,giraffe
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/giraffe/giraffe2532.jpg,giraffe
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/giraffe/giraffe2533.jpg,giraffe
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/giraffe/giraffe2534.jpg,giraffe
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/giraffe/giraffe2535.jpg,giraffe
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/giraffe/giraffe2536.jpg,giraffe
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/giraffe/giraffe2537.jpg,giraffe
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/giraffe/giraffe2538.jpg,giraffe
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/giraffe/giraffe2539.jpg,giraffe
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/giraffe/giraffe2540.jpg,giraffe
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/giraffe/giraffe2541.jpg,giraffe
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/giraffe/giraffe2542.jpg,giraffe
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/giraffe/giraffe2543.jpg,giraffe
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/giraffe/giraffe2544.jpg,giraffe
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/giraffe/giraffe2545.jpg,giraffe
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/giraffe/giraffe2546.jpg,giraffe
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/giraffe/giraffe2547.jpg,giraffe
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/giraffe/giraffe2548.jpg,giraffe
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/giraffe/giraffe2549.jpg,giraffe
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/giraffe/giraffe2550.jpg,giraffe
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/horse/horse2451.jpg,horse
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/horse/horse2452.jpg,horse
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/horse/horse2453.jpg,horse
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/horse/horse2454.jpg,horse
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/horse/horse2455.jpg,horse
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/horse/horse2456.jpg,horse
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/horse/horse2457.jpg,horse
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/horse/horse2458.jpg,horse
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/horse/horse2459.jpg,horse
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/horse/horse2460.jpg,horse
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/horse/horse2461.jpg,horse
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/horse/horse2462.jpg,horse
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/horse/horse2463.jpg,horse
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/horse/horse2464.jpg,horse
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/horse/horse2465.jpg,horse
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/horse/horse2466.jpg,horse
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/horse/horse2467.jpg,horse
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/horse/horse2468.jpg,horse
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/horse/horse2469.jpg,horse
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/horse/horse2470.jpg,horse
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/horse/horse2471.jpg,horse
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/horse/horse2472.jpg,horse
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/horse/horse2473.jpg,horse
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/horse/horse2474.jpg,horse
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/horse/horse2475.jpg,horse
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/horse/horse2476.jpg,horse
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/horse/horse2477.jpg,horse
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/horse/horse2478.jpg,horse
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/horse/horse2479.jpg,horse
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/horse/horse2480.jpg,horse
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/horse/horse2481.jpg,horse
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/horse/horse2482.jpg,horse
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/horse/horse2483.jpg,horse
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/horse/horse2484.jpg,horse
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/horse/horse2485.jpg,horse
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/horse/horse2486.jpg,horse
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/horse/horse2487.jpg,horse
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/horse/horse2488.jpg,horse
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/horse/horse2489.jpg,horse
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/horse/horse2490.jpg,horse
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/horse/horse2491.jpg,horse
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/horse/horse2492.jpg,horse
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/horse/horse2493.jpg,horse
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/horse/horse2494.jpg,horse
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/horse/horse2495.jpg,horse
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/horse/horse2496.jpg,horse
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/horse/horse2497.jpg,horse
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/horse/horse2498.jpg,horse
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/horse/horse2499.jpg,horse
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/horse/horse2500.jpg,horse
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/horse/horse2501.jpg,horse
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/horse/horse2502.jpg,horse
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/horse/horse2503.jpg,horse
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/horse/horse2504.jpg,horse
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/horse/horse2505.jpg,horse
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/horse/horse2506.jpg,horse
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/horse/horse2507.jpg,horse
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/horse/horse2508.jpg,horse
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/horse/horse2509.jpg,horse
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/horse/horse2510.jpg,horse
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/horse/horse2511.jpg,horse
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/horse/horse2512.jpg,horse
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/horse/horse2513.jpg,horse
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/horse/horse2514.jpg,horse
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/horse/horse2515.jpg,horse
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/horse/horse2516.jpg,horse
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/horse/horse2517.jpg,horse
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/horse/horse2518.jpg,horse
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/horse/horse2519.jpg,horse
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/horse/horse2520.jpg,horse
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/horse/horse2521.jpg,horse
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/horse/horse2522.jpg,horse
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/horse/horse2523.jpg,horse
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/horse/horse2524.jpg,horse
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/horse/horse2525.jpg,horse
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/horse/horse2526.jpg,horse
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/horse/horse2527.jpg,horse
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/horse/horse2528.jpg,horse
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/horse/horse2529.jpg,horse
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/horse/horse2530.jpg,horse
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/horse/horse2531.jpg,horse
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/horse/horse2532.jpg,horse
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/horse/horse2533.jpg,horse
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/horse/horse2534.jpg,horse
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/horse/horse2535.jpg,horse
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/horse/horse2536.jpg,horse
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/horse/horse2537.jpg,horse
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/horse/horse2538.jpg,horse
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/horse/horse2539.jpg,horse
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/horse/horse2540.jpg,horse
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/horse/horse2541.jpg,horse
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/horse/horse2542.jpg,horse
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/horse/horse2543.jpg,horse
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/horse/horse2544.jpg,horse
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/horse/horse2545.jpg,horse
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/horse/horse2546.jpg,horse
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/horse/horse2547.jpg,horse
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/horse/horse2548.jpg,horse
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/horse/horse2549.jpg,horse
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/horse/horse2550.jpg,horse
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/tiger/tiger2451.jpg,tiger
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/tiger/tiger2452.jpg,tiger
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/tiger/tiger2453.jpg,tiger
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/tiger/tiger2454.jpg,tiger
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/tiger/tiger2455.jpg,tiger
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/tiger/tiger2456.jpg,tiger
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/tiger/tiger2457.jpg,tiger
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/tiger/tiger2458.jpg,tiger
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/tiger/tiger2459.jpg,tiger
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/tiger/tiger2460.jpg,tiger
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/tiger/tiger2461.jpg,tiger
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/tiger/tiger2462.jpg,tiger
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/tiger/tiger2463.jpg,tiger
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/tiger/tiger2464.jpg,tiger
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/tiger/tiger2465.jpg,tiger
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/tiger/tiger2466.jpg,tiger
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/tiger/tiger2467.jpg,tiger
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/tiger/tiger2468.jpg,tiger
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/tiger/tiger2469.jpg,tiger
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/tiger/tiger2470.jpg,tiger
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/tiger/tiger2471.jpg,tiger
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/tiger/tiger2472.jpg,tiger
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/tiger/tiger2473.jpg,tiger
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/tiger/tiger2474.jpg,tiger
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/tiger/tiger2475.jpg,tiger
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/tiger/tiger2476.jpg,tiger
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/tiger/tiger2477.jpg,tiger
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/tiger/tiger2478.jpg,tiger
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/tiger/tiger2479.jpg,tiger
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/tiger/tiger2480.jpg,tiger
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/tiger/tiger2481.jpg,tiger
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/tiger/tiger2482.jpg,tiger
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/tiger/tiger2483.jpg,tiger
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/tiger/tiger2484.jpg,tiger
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/tiger/tiger2485.jpg,tiger
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/tiger/tiger2486.jpg,tiger
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/tiger/tiger2487.jpg,tiger
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/tiger/tiger2488.jpg,tiger
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/tiger/tiger2489.jpg,tiger
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/tiger/tiger2490.jpg,tiger
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/tiger/tiger2491.jpg,tiger
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/tiger/tiger2492.jpg,tiger
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/tiger/tiger2493.jpg,tiger
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/tiger/tiger2494.jpg,tiger
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/tiger/tiger2495.jpg,tiger
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/tiger/tiger2496.jpg,tiger
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/tiger/tiger2497.jpg,tiger
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/tiger/tiger2498.jpg,tiger
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/tiger/tiger2499.jpg,tiger
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/tiger/tiger2500.jpg,tiger
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/tiger/tiger2501.jpg,tiger
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/tiger/tiger2502.jpg,tiger
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/tiger/tiger2503.jpg,tiger
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/tiger/tiger2504.jpg,tiger
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/tiger/tiger2505.jpg,tiger
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/tiger/tiger2506.jpg,tiger
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/tiger/tiger2507.jpg,tiger
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/tiger/tiger2508.jpg,tiger
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/tiger/tiger2509.jpg,tiger
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/tiger/tiger2510.jpg,tiger
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/tiger/tiger2511.jpg,tiger
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/tiger/tiger2512.jpg,tiger
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/tiger/tiger2513.jpg,tiger
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/tiger/tiger2514.jpg,tiger
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/tiger/tiger2515.jpg,tiger
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/tiger/tiger2516.jpg,tiger
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/tiger/tiger2517.jpg,tiger
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/tiger/tiger2518.jpg,tiger
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/tiger/tiger2519.jpg,tiger
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/tiger/tiger2520.jpg,tiger
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/tiger/tiger2521.jpg,tiger
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/tiger/tiger2522.jpg,tiger
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/tiger/tiger2523.jpg,tiger
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/tiger/tiger2524.jpg,tiger
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/tiger/tiger2525.jpg,tiger
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/tiger/tiger2526.jpg,tiger
